Name,SKU,2016-06-01,2016-06-02,2016-06-03,2016-06-04,2016-06-05,2016-06-06,2016-06-07,2016-06-08,2016-06-09,2016-06-10,2016-06-11,2016-06-12,2016-06-13,2016-06-14,2016-06-15,2016-06-16,2016-06-17,2016-06-18,2016-06-19,2016-06-20,2016-06-21,2016-06-22,2016-06-23,Cluster
wu-han-shi,im,82.6,102.5,91.9,121.3,147,139.6,97.7,81.2,90.3,91,128.3,136.1,150.3,93.7,85.7,99.9,82.8,115.1,155.5,149.5,98,87,89.7,2
shan-tou-shi,im,22.3,21.5,20.6,19.1,29.5,30.9,19.6,18.7,16.4,23,22.6,28.7,31.1,21.6,19.1,17.9,16.2,24.9,28.8,26.2,19.6,13.3,18.5,1
jiang-men-shi,im,8.8,9.8,8.9,14.6,21,24.9,9.8,10.7,10.1,11.3,14.5,21,21.9,9.7,10.1,7.6,9.9,16.1,21.9,20.4,11.9,10.4,10.4,1
shen-yang-shi,im,69.5,48.9,68.7,78.2,98.7,96.1,66.9,56.6,61.1,71,86.2,97.1,94.4,58.9,61.3,64.1,59.7,67.2,100.9,90.4,60.8,60.9,62.6,2
cang-zhou-shi,im,15.6,14.9,14.7,24.5,34.6,31.5,17,15.3,16.9,13.3,25.9,35.5,33.6,15.9,16.9,15,15.9,26.8,34.8,30,16.1,18,13.2,1
quan-zhou-shi,im,37.4,37.9,35.5,50,69.4,64,34.1,28.2,35.9,36.9,45.1,66.3,68.5,34.2,30.4,35.2,36.7,47.5,64,72.8,38,41.2,35,2
tai-an-shi,im,8.6,9.4,8.9,14.7,25,24.4,8.4,8.4,9.4,7.7,15.9,24.5,24.1,8,9.3,9.4,7.4,14.3,22.5,26.2,8.3,7.3,7.6,1
tai-zhou-shi,im,12.5,14.1,14.1,19.7,33,33.2,14,15.9,15.4,11.9,22.9,32.8,34.1,14.9,14.8,13.3,17,22.5,33.5,32.9,16.3,13.9,15,1
luo-yang-shi,im,12.9,12.7,11.9,20.3,30.8,29.8,13.2,13.9,10.9,12.8,19.2,32.1,31,12.7,12.9,13.6,12.1,19.8,32.1,30.6,12.7,13.9,12.6,1
ji-nan-shi,im,55.5,56.9,54.2,71.7,87.6,81.2,60.1,51.9,56.5,55.3,69.4,85.1,89.9,54.7,51.9,65.8,58.8,68.4,77.4,81.7,60.1,60.6,58.3,2
ji-ning-shi,im,12.7,16.2,16.5,24.9,33.7,35.8,16.2,16.2,13.3,14.7,21,35,36.8,17.2,13.1,15.8,14.7,24.9,35.9,36.1,15.3,18.1,14.3,1
zi-bo-shi,im,12.6,13.2,14.4,22.3,36.5,35.3,14.8,13,12,14.5,23.6,32.3,34.8,13.2,16.2,15.9,11.8,24.5,35.2,36.2,13.3,14.1,12.9,1
huai-an-shi,im,21.7,18.7,23.2,26.2,38.7,35,20,18.2,20.1,23.2,27.6,34.3,34.5,19.6,20.9,22,19.9,24.7,29.3,32.9,20.1,22.3,18.6,1
shen-zhen-shi,im,108.1,142.6,110.9,139.4,178.4,181.2,104.3,118.4,109.9,99.9,134,214.9,189.2,103,117.9,93.9,102.4,161.5,192.8,205.8,103.5,109.8,93.9,0
wen-zhou-shi,im,61.5,61.8,71.9,73.1,89.4,83.4,62,53.3,65,49.9,67.9,84.9,69.3,59.7,50.3,60.1,47.6,71.3,88.6,82.3,61.7,47.3,63.5,1
hu-zhou-shi,im,16.5,14.6,17.5,18.2,26.2,23.6,16.7,15.2,14.9,16.8,22.4,29.3,26.5,15.8,14.1,15.6,16.2,22.2,23,26.5,16.6,16.2,17.9,1
zhan-jiang-shi,im,7.5,8.3,10.2,12.8,20.1,20.5,8.9,8.8,10,9,13.5,20.2,20.7,8.5,8.4,6.8,8.1,13.8,21.7,21.3,8.7,8.9,7.2,1
chu-zhou-shi,im,17.4,16.8,19.7,18.9,18.5,27.2,17.4,16.5,18.2,14.9,21.8,21.5,27.2,18,16.2,18.7,18.1,20.1,22.2,20.2,15.9,15.1,16.1,1
zhang-zhou-shi,im,12.2,12.2,14.5,18.9,27,27.4,12.2,12.4,14.4,13.1,17.9,25.8,27.8,13.7,13.1,12.7,13.1,16.9,24.3,27.3,12.6,10.9,13.1,1
wei-fang-shi,im,24.9,23,23,32,49.1,49.6,25.4,20,24.7,22,37.8,50.8,52.1,23,24.7,28.5,23,32.8,52.8,48.4,24.6,28.4,21.4,2
yan-tai-shi,im,48.2,38,41.6,55.6,77.3,78.2,47.6,45.7,42,45.6,53.5,73.2,81.1,45.3,42.1,43.6,44.4,55.3,89.7,74.1,44.7,41.8,46.7,2
zhu-hai-shi,im,15.7,12.5,12,16.6,24.5,24.5,14,12.9,13,13.7,17.6,23.3,22.7,12.7,13.7,13.7,13,17.1,25.4,23.3,12.1,11.7,11.7,1
yan-cheng-shi,im,17.9,19.9,18.8,29.6,38.7,38.3,19.8,19.1,21.1,17,27.9,42.1,39.8,17.8,19.7,17.7,19.6,24.5,40.6,37.4,17.5,21.1,19.4,1
shi-jia-zhuang-shi,im,34,34.4,31.7,45.1,59.1,58.4,33.8,33.7,27.7,35.2,47.2,57.1,66.1,34.6,32.7,33,35.8,44.9,64.2,60.4,33.4,34.3,35.7,2
fu-zhou-shi,im,42,45.1,47.5,60.3,82.4,73.8,42.7,48.8,43.9,42.9,60.9,68.6,68.7,39.3,40.2,48.7,43.3,58.3,79.1,76.2,49.1,44.1,51.2,2
shao-xing-shi,im,45.3,48,48.8,56.4,66,64.9,48.2,45.5,41.1,50.9,56.4,71,77.2,47.8,47.6,44.8,46.4,57.6,69.2,67.8,42.5,43.2,43.1,1
mian-yang-shi,im,8.9,8.8,9.3,12.4,18.7,17.7,8.9,8.7,10.7,9.7,13.6,17,18.7,9.2,8.6,8.9,6.9,11.6,16.6,16.6,9.3,8.5,9.2,1
liao-cheng-shi,im,8.4,8.4,6.9,12.8,21.6,21,7.8,8.3,7.7,8.8,14.3,22.6,21.8,8.7,8.1,8,7.7,13.3,22.5,21.1,8.3,6.8,8.3,1
wu-hu-shi,im,11.6,14,13.8,18.4,25.4,25.5,13.4,10.7,13.2,12.8,18.3,22.6,25.9,12.3,15.3,12.5,13.4,16.8,25.7,26.7,14.1,14.3,15.3,1
su-zhou-shi,im,83.5,71.1,67,89.1,156.5,138,65.3,71.6,68.7,61.3,90.1,148,156,73.5,70.5,62.6,66.9,105.2,135.8,141.4,73.7,69.2,89.8,1
he-ze-shi,im,8.9,9,9.7,15,22.3,23.5,9.5,10.4,10,9,13.5,20.8,21.4,9.7,11,12.5,8.7,14.7,22.2,22.9,9.6,9.7,11,1
heng-yang-shi,im,6.6,7.5,6.2,12.4,20.5,18.9,7.6,6.8,8.4,6.6,13.6,20.4,20.5,6.8,7.5,6.3,5.6,12,20.5,21.1,7.7,7.9,7.2,1
xiang-yang-shi,im,11.1,12.8,10.2,20.3,28.6,28.7,12.2,15.8,11.4,10.7,18.3,28.4,31.2,12.1,12,11,11.7,19,28.2,31.7,12.2,11.7,9.7,1
xi-an-shi,im,66,82,84.6,100.6,110.2,101.3,83.1,86.7,85.7,83.8,99.3,120.4,113.4,87.9,80.3,84.4,75.6,100.8,104.3,111.5,80.1,79.4,74.7,2
gui-yang-shi,im,23.9,28.3,25.5,38.6,47.1,46.7,29.1,31.7,37,26.9,33.1,42.2,37.3,29.3,27.9,33.3,25,42,50.6,38.9,29.2,30.3,33.1,1
gan-zhou-shi,im,13.1,11.9,11.9,15.2,22.2,20.7,11.2,11.3,10.7,9.4,14.5,21.6,22.2,11.5,11.6,11.2,10.7,13.6,21.3,22.4,10.9,10.5,10.4,1
yun-cheng-shi,im,7.8,8.6,8.8,10.4,13.4,13.9,8.5,8.9,9.8,9.3,12.1,14.1,16.1,8.3,8.9,8.7,8,10,14.5,13.6,8.7,8.3,7.3,1
lian-yun-gang-shi,im,17.7,14.4,13.8,19.9,29.9,26.9,17.3,17.4,16.3,15.3,20,28.5,27.7,16.9,13.7,16.3,17.5,18.3,27.4,24.4,17.1,17,14.9,1
xing-tai-shi,im,7.6,7.4,8.5,12.3,16.9,17,7.5,8.1,9.5,6,12.3,16.5,17.2,7.4,6.7,7.6,7.1,13.3,16.6,16.1,8,8.2,9.3,1
han-dan-shi,im,11.3,12.9,11.5,17.7,26.8,30.3,12,13.2,15.6,12.9,21.9,28.2,27.3,11.5,11.1,13.2,12.5,17.1,30.2,26,12.7,12.6,14.4,1
zheng-zhou-shi,im,56.7,51.2,49.4,65.4,95.2,105.8,56.4,57.5,56.9,55.6,65.5,98.7,94.5,60.7,58.8,48.9,47.3,67,88.4,101,54,58.2,56.1,2
chong-qing-shi,im,80.1,89,103.9,121.9,160.6,164.9,94,93.9,105.3,90.1,128.5,172.3,165.1,89.2,92.7,97,91.1,119.3,182.1,180.9,94.3,89.1,89.9,0
jin-hua-shi,im,41.3,35.3,42.7,53.8,64.8,65.3,43,56.9,34.2,44,58,58.1,66,45,38.6,42.6,50,60.7,62.4,66.1,43.7,43.8,47.9,1
zhen-jiang-shi,im,12.4,13.5,15,21.9,32.9,27.8,12.4,14.1,12.4,13.7,18.2,31.3,29.6,14.4,13.5,13.9,13.7,21.8,29.8,30,13.6,13.1,12.8,1
chang-chun-shi,im,41.1,39.1,39.5,61.7,70.8,72.5,48.5,42.4,49.4,44.1,64.8,76.2,71.5,47.4,34.7,38.4,46.5,55.2,67.9,72.4,48.8,46.4,37.8,2
chang-sha-shi,im,50.8,43.9,42.3,68,89.9,92.5,46.6,47.5,47.6,43.5,58.3,88.8,92.3,49.4,39.4,49.5,46.7,68.8,91.3,86.9,48.3,51.2,52,2
fu-yang-shi,im,11.1,9.7,8.6,11,14.5,13.3,8.8,9.7,12.1,7.1,11.9,16.1,16.6,9.9,8.4,9.8,9.6,12.4,16.3,16.4,9.4,8.2,9.3,1
qing-dao-shi,im,77.6,90.5,83.9,101.7,114.4,115.3,77.1,74.5,81.8,77.7,80.5,124.3,113.9,81.5,84.2,78.8,76.5,99.6,122.2,136.5,79.7,64.7,78.7,2
an-shan-shi,im,14.5,14.9,16.1,20.7,23.4,25.2,15.9,14,15.8,13.4,19.8,27.5,27.9,16,11.8,13.7,12.3,21.9,30.5,26.7,15.7,15.3,13,1
